#Overview of data in ClinVar by gene, dated September 29, 2015
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number
SHB	6461	31	31	-	-	600314
SHBG	6462	10	10	-	-	182205
SHC1	6464	3	3	-	-	600560
SHC1P2	6466	6	6	-	-	600739
SHC2	25759	12	12	-	1	605217
SHC3	53358	17	17	-	-	605263
SHC4	399694	3	3	-	-	-
SHCBP1	79801	8	8	-	-	611027
SHCBP1L	81626	8	8	-	-	-
SHD	56961	12	12	-	1	610481
SHE	126669	1	1	-	-	610482
SHF	90525	3	3	-	-	-
SHFM1	7979	5	5	-	-	601285
SHH	6469	96	91	32	28	600725
SHISA2	387914	15	15	-	-	-
SHISA3	152573	3	3	-	-	-
SHISA4	149345	3	3	-	-	-
SHISA5	51246	1	1	-	-	607290
SHISA6	388336	5	5	-	-	-
SHISA7	729956	12	12	-	-	-
SHISA8	440829	9	9	-	-	-
SHISA9	729993	7	7	-	1	613346
SHKBP1	92799	2	2	-	-	-
SHMT1	6470	63	63	-	5	182144
SHMT2	6472	3	3	-	-	138450
SHOC2	8036	43	39	31	1	602775
SHOX	6473	177	171	30	21	312865
SHOX	6473	177	171	30	21	400020
SHOX2	6474	11	11	3	-	602504
SHPK	23729	28	26	-	-	605060
SHPRH	257218	4	4	-	-	608048
SHQ1	55164	6	6	-	-	613663
SHROOM1	134549	7	7	-	-	611179
SHROOM2	357	97	97	-	1	300103
SHROOM3	57619	9	9	-	-	604570
SHROOM4	57477	103	103	20	2	300579
SHTN1	57698	9	9	-	1	611171
SI	6476	19	19	8	8	609845
SIAE	54414	34	34	4	-	610079
SIAH1	6477	8	8	-	-	602212
SIAH2	6478	5	5	-	-	602213
SIAH3	283514	31	31	-	-	615609
SIDT1	54847	15	15	1	-	606816
SIDT2	51092	10	10	-	-	-
SIGIRR	59307	13	13	-	-	605478
SIGLEC1	6614	19	19	-	-	600751
SIGLEC10	89790	7	7	-	-	606091
SIGLEC11	114132	3	3	-	-	607157
SIGLEC12	89858	7	7	-	-	606094
SIGLEC14	100049587	7	7	-	-	-
SIGLEC15	284266	26	26	-	-	-
SIGLEC5	8778	7	7	-	-	604200
SIGLEC6	946	7	7	-	-	604405
SIGLEC7	27036	6	6	-	-	604410
SIGLEC8	27181	7	7	-	-	605639
SIGLEC9	27180	5	5	-	-	605640
SIGLECL1	284369	7	7	-	-	-
SIGMAR1	10280	36	36	3	3	601978
SIK1	150094	52	52	5	5	605705
SIK2	23235	2	2	-	-	608973
SIK3	23387	11	11	-	3	614776
SIKE1	80143	4	4	-	-	611656
SIL1	64374	35	34	24	12	608005
SIM1	6492	7	7	-	-	603128
SIM2	6493	42	42	-	1	600892
SIMC1	375484	23	23	-	1	-
SIN3A	25942	11	11	-	1	607776
SIN3B	23309	5	5	-	-	607777
SIPA1	6494	1	1	-	-	602180
SIPA1L1	26037	7	7	-	-	-
SIPA1L2	57568	17	17	-	-	611609
SIPA1L3	23094	4	4	-	1	-
SIRPA	140885	17	17	-	1	602461
SIRPB1	10326	25	25	-	-	603889
SIRPB2	284759	24	24	-	-	-
SIRPD	128646	24	24	-	-	-
SIRPG	55423	24	24	-	1	605466
SIRPG-AS1	101929010	23	23	-	-	-
SIRT1	23411	7	7	1	-	604479
SIRT2	22933	2	2	-	-	604480
SIRT3	23410	12	12	-	1	604481
SIRT4	23409	6	6	-	-	604482
SIRT5	23408	12	12	-	-	604483
SIRT6	51548	13	13	1	-	606211
SIRT7	51547	11	11	-	-	606212
SIT1	27240	33	33	-	-	604964
SIVA1	10572	31	31	-	-	605567
SIX1	6495	17	15	7	8	601205
SIX2	10736	8	8	-	-	604994
SIX3	6496	38	34	18	11	603714
SIX3-AS1	100506108	11	11	-	-	-
SIX4	51804	7	7	-	-	606342
SIX5	147912	7	7	4	3	600963
SIX6	4990	10	10	3	2	606326
SKA1	220134	20	20	-	-	-
SKA2	348235	6	6	-	-	-
SKA3	221150	25	25	-	-	-
SKAP1	8631	5	5	-	-	604969
SKAP2	8935	12	12	-	1	605215
SKI	6497	101	97	23	11	164780
SKIDA1	387640	8	8	-	-	-
SKIL	6498	15	15	-	-	165340
SKIV2L	6499	6	5	4	3	600478
SKIV2L2	23517	9	9	-	-	-
SKOR1	390598	2	2	-	-	611273
SKOR2	652991	20	20	-	-	-
SKP1	6500	8	8	-	-	601434
SKP1P2	728622	12	12	-	-	601435
SKP2	6502	7	7	-	-	601436
SLA	6503	29	29	-	-	601099
SLA2	84174	6	6	-	-	606577
SLAIN1	122060	33	33	-	-	610491
SLAIN2	57606	4	4	-	-	610492
SLAMF1	6504	4	4	-	-	603492
SLAMF6	114836	4	4	-	-	606446
SLAMF7	57823	3	3	-	-	606625
SLAMF8	56833	4	4	-	-	606620
SLAMF9	89886	4	4	-	-	608589
SLBP	7884	76	76	-	1	602422
SLC10A1	6554	3	3	-	-	182396
SLC10A2	6555	44	45	2	2	601295
SLC10A3	8273	111	111	-	-	312090
SLC10A4	201780	4	4	-	-	-
SLC10A5	347051	18	18	-	-	-
SLC10A6	345274	12	12	-	-	613366
SLC10A7	84068	12	12	-	-	611459
SLC11A1	6556	11	11	2	-	600266
SLC11A2	4891	8	8	5	5	600523
SLC12A1	6557	16	16	5	5	600839
SLC12A2	6558	6	6	-	-	600840
SLC12A3	6559	26	27	15	17	600968
SLC12A4	6560	12	12	-	1	604119
SLC12A5	57468	3	3	-	-	606726
SLC12A6	9990	45	41	36	12	604878
SLC12A7	10723	70	70	-	-	604879
SLC12A8	84561	7	7	-	-	611316
SLC12A9	56996	8	8	-	-	-
SLC13A1	6561	13	13	-	-	606193
SLC13A2	9058	3	3	-	-	604148
SLC13A3	64849	5	5	-	-	606411
SLC13A4	26266	15	15	-	-	604309
SLC13A5	284111	14	14	4	4	608305
SLC14A1	6563	31	31	5	4	613868
SLC14A2	8170	26	26	-	1	601611
SLC14A2-AS1	101927980	25	25	-	-	-
SLC15A1	6564	35	35	-	-	600544
SLC15A2	6565	10	10	-	1	602339
SLC15A4	121260	14	14	-	-	615806
SLC15A5	729025	15	15	-	-	-
SLC16A1	6566	18	18	13	12	600682
SLC16A1-AS1	100506392	5	5	-	-	-
SLC16A10	117247	8	8	-	-	607550
SLC16A11	162515	12	12	-	-	615765
SLC16A12	387700	5	5	2	2	611910
SLC16A12-AS1	101926906	1	1	-	-	-
SLC16A13	201232	12	12	-	-	-
SLC16A14	151473	15	15	-	-	-
SLC16A2	6567	107	104	38	22	300095
SLC16A3	9123	12	12	-	-	603877
SLC16A4	9122	5	5	-	-	603878
SLC16A5	9121	3	3	-	-	603879
SLC16A6	9120	4	4	-	-	603880
SLC16A7	9194	6	6	-	-	603654
SLC16A8	23539	10	10	-	-	610409
SLC16A9	220963	6	6	-	-	614242
SLC17A1	6568	4	4	-	-	182308
SLC17A2	10246	4	4	-	-	611049
SLC17A3	10786	6	6	2	-	611034
SLC17A4	10050	4	4	-	-	604216
SLC17A5	26503	30	28	19	23	604322
SLC17A6	57084	6	6	-	-	607563
SLC17A7	57030	2	2	-	-	605208
SLC17A8	246213	18	18	15	1	607557
SLC17A9	63910	16	16	2	2	612107
SLC18A1	6570	44	44	-	-	193002
SLC18A2	6571	9	9	-	-	193001
SLC18A3	6572	24	24	-	-	600336
SLC18B1	116843	2	2	-	-	613361
SLC19A1	6573	54	54	-	3	600424
SLC19A2	10560	22	22	13	10	603941
SLC19A3	80704	37	30	24	8	606152
SLC1A1	6505	91	91	3	4	133550
SLC1A2	6506	6	6	-	1	600300
SLC1A3	6507	13	13	4	2	600111
SLC1A4	6509	5	5	-	-	600229
SLC1A5	6510	6	6	-	-	109190
SLC1A6	6511	6	6	-	-	600637
SLC1A7	6512	3	3	-	-	604471
SLC20A2	6575	39	39	8	8	158378
SLC22A1	6580	14	14	-	-	602607
SLC22A10	387775	1	1	-	-	607580
SLC22A12	116085	6	6	6	6	607096
SLC22A13	9390	3	3	-	-	604047
SLC22A14	9389	3	3	-	-	604048
SLC22A15	55356	4	4	-	1	608275
SLC22A16	85413	10	10	-	-	608276
SLC22A17	51310	11	11	-	-	611461
SLC22A18	5002	14	14	3	3	602631
SLC22A18AS	5003	13	13	-	1	603240
SLC22A2	6582	13	13	-	-	602608
SLC22A23	63027	31	31	-	-	611697
SLC22A24	283238	2	2	-	1	611698
SLC22A25	387601	1	1	-	-	610792
SLC22A3	6581	16	16	-	2	604842
SLC22A31	146429	27	27	-	-	-
SLC22A4	6583	9	9	2	-	604190
SLC22A5	6584	173	149	166	52	603377
SLC22A6	9356	2	2	-	-	607582
SLC22A7	10864	5	5	-	-	604995
SLC22A8	9376	2	2	-	-	607581
SLC22A9	114571	1	1	-	-	607579
SLC23A1	9963	10	10	-	-	603790
SLC23A2	9962	17	17	-	-	603791
SLC23A3	151295	11	11	-	-	-
SLC24A1	9187	10	10	7	1	603617
SLC24A2	25769	42	42	-	1	609838
SLC24A3	57419	7	7	-	-	609839
SLC24A4	123041	13	13	4	3	609840
SLC24A5	283652	6	6	4	2	609802
SLC25A1	6576	183	183	8	6	190315
SLC25A10	1468	9	9	-	-	606794
SLC25A11	8402	12	12	-	-	604165
SLC25A12	8604	10	10	1	1	603667
SLC25A13	10165	29	26	14	17	603859
SLC25A14	9016	85	85	-	-	300242
SLC25A15	10166	50	49	15	18	603861
SLC25A16	8034	6	6	-	-	139080
SLC25A17	10478	9	9	-	-	606795
SLC25A18	83733	25	25	-	-	609303
SLC25A19	60386	18	18	15	3	606521
SLC25A2	83884	7	7	-	-	608157
SLC25A20	788	15	13	14	11	613698
SLC25A21	89874	23	23	-	3	607571
SLC25A21-AS1	100129794	19	19	-	-	-
SLC25A22	79751	85	79	73	5	609302
SLC25A23	79085	6	6	-	-	608746
SLC25A24	29957	7	7	-	-	608744
SLC25A25	114789	19	19	-	-	608745
SLC25A25-AS1	100289019	19	19	-	-	-
SLC25A26	115286	7	7	-	-	611037
SLC25A27	9481	3	3	-	-	613725
SLC25A28	81894	5	5	-	-	609767
SLC25A29	123096	20	20	-	-	615064
SLC25A3	5250	8	8	1	1	600370
SLC25A30	253512	31	31	-	-	610793
SLC25A30-AS1	100874259	31	31	-	-	-
SLC25A31	83447	10	10	-	-	610796
SLC25A32	81034	23	23	-	-	610815
SLC25A33	84275	24	24	-	2	610816
SLC25A34	284723	20	20	-	-	610817
SLC25A35	399512	15	15	-	-	610818
SLC25A36	55186	13	13	-	-	616149
SLC25A37	51312	42	42	-	-	610387
SLC25A38	54977	7	7	5	5	610819
SLC25A39	51629	6	6	-	-	610820
SLC25A4	291	70	70	6	6	103220
SLC25A40	55972	4	4	-	-	610821
SLC25A41	284427	6	6	-	-	610822
SLC25A42	284439	4	4	-	-	610823
SLC25A43	203427	83	83	-	-	300641
SLC25A44	9673	3	3	-	-	610824
SLC25A45	283130	1	1	-	-	610825
SLC25A46	91137	16	16	-	-	610826
SLC25A47	283600	23	23	-	-	609911
SLC25A48	153328	5	5	-	-	616150
SLC25A5	292	83	83	-	-	300150
SLC25A5-AS1	100303728	83	83	-	-	-
SLC25A51	92014	31	31	-	-	-
SLC25A52	147407	18	18	-	-	616153
SLC25A53	401612	84	84	-	-	300941
SLC25A6	293	124	124	-	-	300151
SLC25A6	293	124	124	-	-	403000
SLC26A1	10861	123	116	-	8	610130
SLC26A10	65012	3	3	-	-	-
SLC26A11	284129	6	6	-	-	610117
SLC26A2	1836	67	48	43	32	606718
SLC26A3	1811	62	62	8	55	126650
SLC26A4	5172	211	176	201	94	605646
SLC26A4-AS1	286002	28	22	-	9	-
SLC26A5	375611	28	28	19	2	604943
SLC26A6	65010	11	11	-	-	610068
SLC26A7	115111	20	20	-	-	608479
SLC26A8	116369	4	4	3	3	608480
SLC26A9	115019	3	3	-	-	608481
SLC27A1	376497	6	6	-	-	600691
SLC27A2	11001	3	3	-	-	603247
SLC27A3	11000	13	13	-	-	604193
SLC27A4	10999	44	44	7	7	604194
SLC27A5	10998	16	16	6	-	603314
SLC27A6	28965	5	5	-	-	604196
SLC28A1	9154	15	15	-	-	606207
SLC28A2	9153	3	3	-	-	606208
SLC28A3	64078	14	14	-	-	608269
SLC29A1	2030	5	5	-	-	602193
SLC29A2	3177	2	2	-	-	602110
SLC29A3	55315	38	38	30	16	612373
SLC29A4	222962	23	23	-	-	609149
SLC2A1	6513	174	142	167	56	138140
SLC2A1	6513	174	142	167	56	143090
SLC2A1-AS1	440584	6	6	-	-	-
SLC2A10	81031	30	29	11	7	606145
SLC2A11	66035	46	46	-	-	610367
SLC2A12	154091	2	2	-	-	610372
SLC2A13	114134	5	5	-	1	611036
SLC2A14	144195	23	23	-	-	611039
SLC2A2	6514	33	33	20	15	138160
SLC2A3	6515	23	23	-	-	138170
SLC2A4	6517	12	12	1	-	138190
SLC2A4RG	56731	18	18	-	-	609493
SLC2A5	6518	24	24	1	1	138230
SLC2A6	11182	22	22	-	-	606813
SLC2A7	155184	21	21	-	-	610371
SLC2A8	29988	18	18	-	-	605245
SLC2A9	56606	45	45	6	5	606142
SLC30A1	7779	6	6	-	-	609521
SLC30A10	55532	20	20	5	11	611146
SLC30A2	7780	3	3	2	2	609617
SLC30A3	7781	8	8	-	-	602878
SLC30A4	7782	2	2	-	-	602095
SLC30A5	64924	4	4	-	-	607819
SLC30A6	55676	7	7	-	-	611148
SLC30A7	148867	5	5	-	-	611149
SLC30A8	169026	29	29	3	-	611145
SLC30A9	10463	3	3	-	-	604604
SLC31A1	1317	18	18	-	-	603085
SLC31A2	1318	17	17	-	-	603088
SLC32A1	140679	5	5	-	-	616440
SLC33A1	9197	12	11	7	6	603690
SLC34A1	6569	35	35	3	3	182309
SLC34A2	10568	14	14	5	5	604217
SLC34A3	142680	69	69	24	10	609826
SLC35A1	10559	14	14	7	1	605634
SLC35A2	7355	89	89	6	6	314375
SLC35A3	23443	8	8	2	2	605632
SLC35A4	113829	6	6	-	-	-
SLC35A5	55032	13	13	-	-	-
SLC35B1	10237	5	5	-	-	610790
SLC35B2	347734	5	5	-	-	610788
SLC35B3	51000	17	17	-	-	610845
SLC35B4	84912	14	14	-	-	610923
SLC35C1	55343	16	15	8	4	605881
SLC35C2	51006	3	3	-	-	-
SLC35D1	23169	19	19	8	7	610804
SLC35D2	11046	20	20	-	-	609182
SLC35D3	340146	4	4	-	-	612519
SLC35E1	79939	6	6	-	-	-
SLC35E2	9906	79	79	-	-	-
SLC35E2B	728661	79	79	-	-	-
SLC35E3	55508	5	5	-	-	-
SLC35E4	339665	9	9	-	-	-
SLC35F1	222553	15	15	-	2	-
SLC35F2	54733	6	6	-	-	-
SLC35F3	148641	17	17	-	-	-
SLC35F4	341880	5	5	-	1	-
SLC35F6	54978	9	9	-	-	-
SLC35G1	159371	5	5	-	-	-
SLC35G2	80723	12	12	-	-	-
SLC35G3	146861	1	1	-	-	-
SLC35G5	83650	60	60	-	-	615199
SLC35G6	643664	12	12	-	-	-
SLC36A1	206358	4	4	-	-	606561
SLC36A2	153201	8	6	4	2	608331
SLC36A3	285641	4	4	-	-	608332
SLC36A4	120103	5	5	-	-	613760
SLC37A1	54020	47	47	-	-	608094
SLC37A2	219855	29	29	-	-	-
SLC37A3	84255	22	22	-	-	-
SLC37A4	2542	83	71	36	25	602671
SLC38A1	81539	3	3	-	-	608490
SLC38A10	124565	9	9	-	-	616525
SLC38A11	151258	11	11	-	2	616526
SLC38A2	54407	3	3	-	-	605180
SLC38A3	10991	2	2	-	-	604437
SLC38A4	55089	1	1	-	-	608065
SLC38A5	92745	82	82	-	-	300649
SLC38A6	145389	6	6	-	-	616518
SLC38A7	55238	5	5	-	-	614236
SLC38A8	146167	37	37	7	7	615585
SLC38A9	153129	8	8	-	-	616203
SLC39A1	27173	4	4	-	-	604740
SLC39A10	57181	15	15	-	1	608733
SLC39A11	201266	6	6	-	-	616508
SLC39A12	221074	8	8	-	-	608734
SLC39A12-AS1	100129213	7	7	-	-	-
SLC39A13	91252	13	13	7	2	608735
SLC39A14	23516	44	44	-	-	608736
SLC39A2	29986	15	15	-	-	612166
SLC39A3	29985	7	7	-	-	612168
SLC39A4	55630	46	46	12	12	607059
SLC39A5	283375	3	3	2	2	608730
SLC39A6	25800	23	23	-	-	608731
SLC39A7	7922	1	1	-	-	601416
SLC39A8	64116	3	3	-	-	608732
SLC39A9	55334	2	2	-	-	-
SLC3A1	6519	21	21	9	11	104614
SLC3A2	6520	3	3	-	1	158070
SLC40A1	30061	26	26	9	10	604653
SLC41A1	254428	3	3	-	-	610801
SLC41A2	84102	4	4	-	-	610802
SLC41A3	54946	5	5	-	-	610803
SLC43A1	8501	3	3	-	-	603733
SLC43A2	124935	37	37	-	2	610791
SLC43A3	29015	3	3	-	-	-
SLC44A1	23446	24	24	-	-	606105
SLC44A2	57153	6	6	-	-	606106
SLC44A3	126969	2	2	-	-	-
SLC44A4	80736	1	1	-	-	606107
SLC44A5	204962	6	6	-	1	-
SLC45A1	50651	22	22	-	-	605763
SLC45A2	51151	26	24	16	7	606202
SLC45A3	85414	4	4	-	-	605097
SLC45A4	57210	28	28	-	1	-
SLC46A1	113235	30	20	18	17	611672
SLC46A2	57864	17	17	-	-	608956
SLC46A3	283537	18	18	-	-	-
SLC47A1	55244	54	54	-	-	609832
SLC47A2	146802	54	54	-	-	609833
SLC48A1	55652	1	1	-	-	612187
SLC4A1	6521	44	42	34	29	109270
SLC4A10	57282	6	6	-	1	605556
SLC4A11	83959	38	38	20	21	610206
SLC4A1AP	22950	7	7	-	-	602655
SLC4A2	6522	48	48	-	-	109280
SLC4A3	6508	19	19	-	-	106195
SLC4A4	8671	17	17	4	5	603345
SLC4A5	57835	3	3	-	-	606757
SLC4A7	9497	5	5	-	-	603353
SLC4A8	9498	3	3	-	-	605024
SLC4A9	83697	6	6	-	-	610207
SLC50A1	55974	4	4	-	-	613683
SLC51A	200931	48	48	-	-	612084
SLC51B	123264	2	2	-	-	612085
SLC52A1	55065	13	13	1	1	607883
SLC52A2	79581	40	40	8	8	607882
SLC52A3	113278	40	40	10	10	613350
SLC5A1	6523	8	8	3	3	182380
SLC5A10	125206	57	57	-	3	-
SLC5A11	115584	9	9	-	-	610238
SLC5A12	159963	8	8	-	-	612455
SLC5A2	6524	8	8	5	5	182381
SLC5A3	6526	34	34	-	-	600444
SLC5A4	6527	5	5	-	-	-
SLC5A5	6528	12	12	8	8	601843
SLC5A6	8884	8	8	-	-	604024
SLC5A7	60482	14	14	1	1	608761
SLC5A8	160728	5	5	-	-	608044
SLC6A1	6529	25	25	5	5	137165
SLC6A1-AS1	100874090	21	21	-	1	-
SLC6A11	6538	20	20	-	-	607952
SLC6A12	6539	25	25	-	3	603080
SLC6A13	6540	25	25	-	-	615097
SLC6A14	11254	81	81	-	-	300444
SLC6A15	55117	5	5	-	-	607971
SLC6A16	28968	2	2	-	-	607972
SLC6A17	388662	8	8	3	2	610299
SLC6A18	348932	70	70	-	-	610300
SLC6A19	340024	81	80	9	5	608893
SLC6A2	6530	4	4	1	1	163970
SLC6A20	54716	3	2	2	1	605616
SLC6A3	6531	77	76	9	8	126455
SLC6A4	6532	3	3	2	1	182138
SLC6A5	9152	15	15	8	11	604159
SLC6A6	6533	10	10	-	-	186854
SLC6A7	6534	4	4	-	-	606205
SLC6A8	6535	138	138	11	14	300036
SLC6A9	6536	6	6	-	-	601019
SLC7A1	6541	18	18	-	-	104615
SLC7A10	56301	6	6	-	-	607959
SLC7A11	23657	10	10	-	-	607933
SLC7A11-AS1	641364	10	10	-	-	-
SLC7A13	157724	20	20	-	-	-
SLC7A14	57709	18	18	4	4	615720
SLC7A2	6542	44	44	-	-	601872
SLC7A3	84889	63	63	-	-	300443
SLC7A4	6545	162	162	-	-	603752
SLC7A5	8140	24	24	-	2	600182
SLC7A6	9057	10	10	-	-	605641
SLC7A6OS	84138	10	10	-	-	-
SLC7A7	9056	68	68	17	52	603593
SLC7A8	23428	10	10	-	-	604235
SLC7A9	11136	23	23	16	15	604144
SLC8A1	6546	6	6	-	-	182305
SLC8A1-AS1	100128590	7	7	-	-	-
SLC8A2	6543	4	4	-	-	601901
SLC8A3	6547	4	4	-	-	607991
SLC8B1	80024	2	2	-	-	609841
SLC9A1	6548	5	5	1	1	107310
SLC9A2	6549	8	8	-	-	600530
SLC9A3	6550	76	76	-	1	182307
SLC9A3R1	9368	11	11	3	3	604990
SLC9A3R2	9351	12	12	-	-	606553
SLC9A4	389015	8	8	-	-	600531
SLC9A5	6553	16	16	-	-	600477
SLC9A6	10479	147	144	60	19	300231
SLC9A7	84679	84	84	-	-	300368
SLC9A8	23315	4	4	-	-	612730
SLC9A9	285195	12	12	1	2	608396
SLC9A9-AS1	100885796	11	11	-	-	-
SLC9B1	150159	9	9	-	2	611527
SLC9B2	133308	2	2	-	-	611789
SLC9C1	285335	8	8	-	1	612738
SLC9C2	284525	11	11	-	-	-
SLCO1A2	6579	13	13	-	-	602883
SLCO1B1	10599	20	20	3	3	604843
SLCO1B3	28234	18	18	2	2	605495
SLCO1B7	338821	16	16	-	-	-
SLCO1C1	53919	13	13	-	-	613389
SLCO2A1	6578	19	19	10	9	601460
SLCO2B1	11309	3	3	-	-	604988
SLCO3A1	28232	14	14	-	1	612435
SLCO4A1	28231	13	13	-	1	612436
SLCO4A1-AS1	100127888	13	13	-	1	-
SLCO4C1	353189	9	9	-	-	609013
SLCO5A1	81796	17	17	-	-	613543
SLCO6A1	133482	14	14	-	1	613365
SLF1	84250	15	15	-	-	-
SLF2	55719	5	5	-	-	610348
SLFN11	91607	7	5	-	-	614953
SLFN12	55106	7	5	-	-	614955
SLFN12L	100506736	1	1	-	-	614956
SLFN13	146857	4	2	-	-	614957
SLFN14	342618	1	1	-	-	614958
SLFN5	162394	1	1	-	-	614952
SLFNL1	200172	7	7	-	-	-
SLFNL1-AS1	100507178	7	7	-	-	-
SLIRP	81892	10	10	-	-	610211
SLIT1	6585	6	6	-	-	603742
SLIT1-AS1	100505540	5	5	-	-	-
SLIT2	9353	12	12	-	1	603746
SLIT2-IT1	100505893	11	11	-	-	-
SLIT3	6586	8	8	-	1	603745
SLITRK1	114798	38	37	3	2	609678
SLITRK2	84631	98	98	-	-	300561
SLITRK3	22865	10	10	-	-	609679
SLITRK4	139065	98	98	-	-	300562
SLITRK5	26050	36	36	-	-	609680
SLITRK6	84189	38	38	3	3	609681
SLK	9748	5	5	-	-	616563
SLMAP	7871	4	4	-	-	602701
SLMO2-ATP5E	100533975	12	12	-	2	-
SLN	6588	4	4	-	-	602203
SLPI	6590	3	3	-	-	107285
SLTM	79811	3	3	-	-	-
SLU7	10569	7	7	-	-	605974
SLURP1	57152	37	37	9	9	606119
SLX1A	548593	37	37	-	-	615822
SLX1A-SULT1A3	100526830	37	37	-	-	-
SLX1B	79008	30	30	-	-	615823
SLX1B-SULT1A4	100526831	30	30	-	-	-
SLX4	84464	21	21	8	7	613278
SLX4IP	128710	15	15	-	-	615958
SMAD1	4086	13	13	1	-	601595
SMAD1-AS1	104326058	13	13	-	-	-
SMAD1-AS2	101927659	12	12	-	-	-
SMAD2	4087	24	24	2	1	601366
SMAD3	4088	26	26	18	14	603109
SMAD4	4089	231	196	209	111	600993
SMAD5	4090	6	6	-	-	603110
SMAD5-AS1	9597	6	6	-	-	-
SMAD6	4091	3	3	2	2	602931
SMAD7	4092	20	20	1	-	602932
SMAD9	4093	31	31	3	5	603295
SMAGP	57228	3	3	-	-	-
SMAP1	60682	7	7	-	1	611372
SMAP2	64744	5	5	-	-	-
SMARCA1	6594	86	86	-	-	300012
SMARCA2	6595	153	141	40	14	600014
SMARCA4	6597	50	45	30	13	603254
SMARCA5	8467	11	11	-	-	603375
SMARCA5-AS1	100128055	11	11	-	-	-
SMARCAD1	56916	13	13	5	4	612761
SMARCAL1	50485	29	29	18	8	606622
SMARCB1	6598	78	76	24	14	601607
SMARCC1	6599	1	1	-	-	601732
SMARCC2	6601	2	2	-	-	601734
SMARCD1	6602	2	2	-	-	601735
SMARCD2	6603	5	5	-	-	601736
SMARCD3	6604	37	37	-	-	601737
SMARCE1	6605	9	9	5	-	603111
SMC1A	8243	127	127	46	31	300040
SMC1B	27127	30	30	-	-	608685
SMC2	10592	24	24	-	-	605576
SMC2-AS1	101928550	24	24	-	-	-
SMC3	9126	42	40	33	6	606062
SMC4	10051	12	12	-	-	605575
SMC5	23137	21	21	-	-	609386
SMC5-AS1	100507299	21	21	-	-	-
SMC6	79677	12	12	-	-	609387
SMCHD1	23347	69	69	7	6	614982
SMCO1	255798	49	49	-	-	-
SMCO2	341346	16	16	-	-	-
SMCO3	440087	14	14	-	-	-
SMCO4	56935	4	4	-	-	609477
SMCP	4184	1	1	-	-	601148
SMCR2	105371564	65	65	-	-	-
SMCR5	140771	65	65	-	-	-
SMCR8	140775	62	62	-	-	-
SMDT1	91689	9	9	-	1	615588
SMG1	23049	4	4	-	-	607032
SMG5	23381	4	4	-	1	610962
SMG6	23293	37	37	-	9	610963
SMG7	9887	7	7	-	-	610964
SMG7-AS1	284649	7	7	-	-	-
SMG8	55181	6	6	-	-	613175
SMG9	56006	2	2	-	-	613176
SMIM1	388588	54	54	1	1	615242
SMIM10	644538	86	86	-	-	-
SMIM10L1	100129361	12	12	-	-	-
SMIM10L2A	399668	89	89	-	-	-
SMIM10L2B	644596	87	87	-	-	-
SMIM11A	54065	36	36	-	-	-
SMIM11B	102723553	36	36	-	27	-
SMIM12	113444	2	2	-	-	-
SMIM13	221710	14	14	-	-	-
SMIM14	201895	3	3	-	-	-
SMIM15	643155	5	5	-	-	-
SMIM17	147670	14	14	-	-	-
SMIM18	100507341	40	40	-	-	-
SMIM19	114926	30	30	-	-	-
SMIM2	79024	28	28	-	-	-
SMIM2-AS1	101929212	28	28	-	-	-
SMIM2-IT1	100874377	28	28	-	-	-
SMIM20	389203	9	9	-	-	-
SMIM21	284274	66	66	-	1	-
SMIM22	440335	8	8	-	-	-
SMIM23	644994	6	6	-	-	-
SMIM24	284422	12	12	-	-	-
SMIM3	85027	4	4	-	-	608324
SMIM4	440957	2	2	-	-	-
SMIM5	643008	4	4	-	1	-
SMIM6	100130933	4	4	-	-	-
SMIM7	79086	6	6	-	-	-
SMIM8	57150	8	8	-	-	-
SMIM9	100132963	107	107	-	-	-
SMKR1	100287482	10	10	-	-	-
SMLR1	100507203	5	5	-	-	-
SMN1	6606	78	70	29	21	600354
SMN2	6607	38	38	1	-	601627
SMNDC1	10285	9	9	-	-	603519
SMO	6608	28	28	2	2	601500
SMOC1	64093	7	7	4	3	608488
SMOC2	64094	36	36	1	3	607223
SMOX	54498	15	15	-	1	615854
SMPD1	6609	86	67	80	39	607608
SMPD2	6610	9	9	-	-	603498
SMPD3	55512	10	10	-	1	605777
SMPD4	55627	8	8	-	-	610457
SMPD5	392275	31	31	-	-	-
SMPDL3A	10924	7	7	-	-	610728
SMPDL3B	27293	4	4	-	-	-
SMPX	23676	86	86	5	5	300066
SMPX	23676	86	86	5	5	300226
SMR3A	26952	12	12	-	-	-
SMR3B	10879	12	12	-	-	611593
SMS	6611	94	94	11	9	300105
SMTN	6525	8	8	-	-	602127
SMTNL1	219537	3	3	-	-	613664
SMTNL2	342527	19	19	-	-	-
SMU1	55234	33	33	-	-	-
SMUG1	23583	4	4	-	-	607753
SMURF1	57154	4	4	-	-	605568
SMURF2	64750	6	6	-	1	605532
SMYD1	150572	5	5	-	-	606846
SMYD2	56950	8	8	-	-	610663
SMYD3	64754	64	64	-	3	608783
SMYD4	114826	32	32	-	1	-
SMYD5	10322	3	3	-	-	-
SNAI1	6615	5	5	-	-	604238
SNAI2	6591	15	15	2	2	602150
SNAI3	333929	26	26	-	-	612741
SNAI3-AS1	197187	26	26	-	-	-
